,Player,Tm,Age,Pos,G,Tgt,Rec,Ctch%,Yds,Y/R,TD,Y/Tgt,R/G,Y/G,Player-additional,Cmp,Att,P_Yds,P_TD,Year
175,CourtlandSutton,DEN,24,WR,16,124.0,72,58.1%,1112,15.4,6,9.0,4.5,69.5,SuttCo00,312.0,504.0,3115.0,16.0,2019
176,CourtlandSutton,DEN,23,WR,16,84.0,42,50.0%,704,16.8,4,8.4,2.6,44.0,SuttCo00,367.0,588.0,3695.0,19.0,2018
177,RodStreater,SFO,28,WR,16,27.0,18,66.7%,191,10.6,2,7.1,1.1,11.9,StreRo00,287.0,491.0,2911.0,21.0,2016
178,RodStreater,LVR,27,WR,1,1.0,1,100.0%,8,8.0,0,8.0,1.0,8.0,StreRo00,373.0,605.0,3879.0,34.0,2015
179,RodStreater,LVR,26,WR,3,13.0,9,69.2%,84,9.3,1,6.5,3.0,28.0,StreRo00,365.0,629.0,3275.0,22.0,2014
180,RodStreater,LVR,25,WR,16,100.0,60,60.0%,888,14.8,4,8.9,3.8,55.5,StreRo00,298.0,519.0,3340.0,17.0,2013
181,KennyStills,NOR,29,WR,13,23.0,6,26.1%,68,11.3,1,3.0,0.5,5.2,StilKe00,293.0,504.0,3186.0,29.0,2021
182,KennyStills,HOU,28,WR,10,19.0,11,57.9%,144,13.1,1,7.6,1.1,14.4,StilKe00,383.0,546.0,4538.0,33.0,2020
183,KennyStills,HOU,27,WR,13,55.0,40,72.7%,561,14.0,4,10.2,3.1,43.2,StilKe00,355.0,534.0,3783.0,27.0,2019
184,KennyStills,MIA,26,WR,15,64.0,37,57.8%,553,14.9,6,8.6,2.5,36.9,StilKe00,292.0,455.0,2900.0,26.0,2018
185,KennyStills,MIA,25,WR,16,105.0,58,55.2%,847,14.6,6,8.1,3.6,52.9,StilKe00,373.0,602.0,3535.0,24.0,2017
186,KennyStills,MIA,24,WR,16,81.0,42,51.9%,726,17.3,9,9.0,2.6,45.4,StilKe00,316.0,477.0,3500.0,27.0,2016
187,KennyStills,MIA,23,WR,16,63.0,27,42.9%,440,16.3,3,7.0,1.7,27.5,StilKe00,365.0,588.0,3811.0,24.0,2015
188,KennyStills,NOR,22,WR,15,83.0,63,75.9%,931,14.8,3,11.2,4.2,62.1,StilKe00,456.0,659.0,4764.0,33.0,2014
189,KennyStills,NOR,21,WR,16,50.0,32,64.0%,641,20.0,5,12.8,2.0,40.1,StilKe00,446.0,651.0,4918.0,39.0,2013
190,EquanimeousStBrown,CHI,26,WR,16,38.0,21,55.3%,323,15.4,1,8.5,1.3,20.2,St.BEq00,223.0,377.0,2219.0,19.0,2022
191,EquanimeousStBrown,GNB,25,WR,13,17.0,9,52.9%,98,10.9,0,5.8,0.7,7.5,St.BEq00,402.0,593.0,4315.0,39.0,2021
192,EquanimeousStBrown,GNB,24,WR,12,13.0,7,53.8%,117,16.7,1,9.0,0.6,9.8,St.BEq00,372.0,526.0,4106.0,48.0,2020
193,EquanimeousStBrown,GNB,22,WR,12,36.0,21,58.3%,328,15.6,0,9.1,1.8,27.3,St.BEq00,392.0,640.0,4238.0,25.0,2018
194,WillieSnead,BAL,28,WR,13,48.0,33,68.8%,432,13.1,3,9.0,2.5,33.2,SneaWi00,257.0,406.0,2739.0,27.0,2020
195,WillieSnead,BAL,27,WR,16,46.0,31,67.4%,339,10.9,5,7.4,1.9,21.2,SneaWi00,289.0,440.0,3225.0,37.0,2019
196,WillieSnead,BAL,26,WR,16,95.0,62,65.3%,651,10.5,1,6.9,3.9,40.7,SneaWi00,334.0,556.0,3558.0,18.0,2018
197,WillieSnead,NOR,25,WR,11,16.0,8,50.0%,92,11.5,0,5.8,0.7,8.4,SneaWi00,386.0,536.0,4189.0,23.0,2017
198,WillieSnead,NOR,24,WR,15,104.0,72,69.2%,895,12.4,4,8.6,4.8,59.7,SneaWi00,472.0,674.0,5074.0,38.0,2016
199,WillieSnead,NOR,23,WR,15,101.0,69,68.3%,984,14.3,3,9.7,4.6,65.6,SneaWi00,460.0,667.0,4970.0,32.0,2015
200,TreQuanSmith,NOR,26,WR,15,27.0,19,70.4%,278,14.6,1,10.3,1.3,18.5,SmitTr03,338.0,512.0,3692.0,24.0,2022
201,TreQuanSmith,NOR,25,WR,11,50.0,32,64.0%,377,11.8,3,7.5,2.9,34.3,SmitTr03,293.0,504.0,3186.0,29.0,2021
202,TreQuanSmith,NOR,24,WR,14,50.0,34,68.0%,448,13.2,4,9.0,2.4,32.0,SmitTr03,370.0,522.0,3758.0,28.0,2020
203,TreQuanSmith,NOR,23,WR,11,25.0,18,72.0%,234,13.0,5,9.4,1.6,21.3,SmitTr03,418.0,581.0,4244.0,36.0,2019
204,TreQuanSmith,NOR,22,WR,15,44.0,28,63.6%,427,15.3,5,9.7,1.9,28.5,SmitTr03,381.0,519.0,4042.0,33.0,2018
205,TorreySmith,CAR,29,WR,11,31.0,17,54.8%,190,11.2,2,6.1,1.5,17.3,SmitTo02,378.0,563.0,3836.0,28.0,2018
206,TorreySmith,PHI,28,WR,16,67.0,36,53.7%,430,11.9,2,6.4,2.3,26.9,SmitTo02,341.0,564.0,3737.0,38.0,2017
207,TorreySmith,SFO,27,WR,12,49.0,20,40.8%,267,13.4,3,5.4,1.7,22.3,SmitTo02,287.0,491.0,2911.0,21.0,2016
208,TorreySmith,SFO,26,WR,16,62.0,33,53.2%,663,20.1,4,10.7,2.1,41.4,SmitTo02,322.0,526.0,3316.0,16.0,2015
209,TorreySmith,BAL,25,WR,16,92.0,49,53.3%,767,15.7,11,8.3,3.1,47.9,SmitTo02,344.0,554.0,3819.0,27.0,2014
210,TorreySmith,BAL,24,WR,16,137.0,65,47.4%,1128,17.4,4,8.2,4.1,70.5,SmitTo02,363.0,619.0,3590.0,19.0,2013
211,SteveSmithSr,BAL,37,WR,14,101.0,70,69.3%,799,11.4,5,7.9,5.0,57.1,SmitSt01,439.0,679.0,4100.0,20.0,2016
212,SteveSmithSr,BAL,36,WR,7,73.0,46,63.0%,670,14.6,3,9.2,6.6,95.7,SmitSt01,426.0,676.0,4271.0,21.0,2015
213,SteveSmithSr,BAL,35,WR,16,134.0,79,59.0%,1065,13.5,6,7.9,4.9,66.6,SmitSt01,344.0,554.0,3819.0,27.0,2014
214,SteveSmithSr,CAR,34,WR,15,110.0,64,58.2%,745,11.6,4,6.8,4.3,49.7,SmitSt01,292.0,473.0,3043.0,24.0,2013
215,JuJuSmithSchuster,KAN,26,WR,16,101.0,78,77.2%,933,12.0,3,9.2,4.9,58.3,SmitJu00,435.0,651.0,5062.0,41.0,2022
216,JuJuSmithSchuster,PIT,25,WR,5,28.0,15,53.6%,129,8.6,0,4.6,3.0,25.8,SmitJu00,425.0,664.0,3778.0,23.0,2021
217,JuJuSmithSchuster,PIT,24,WR,16,128.0,97,75.8%,831,8.6,9,6.5,6.1,51.9,SmitJu00,428.0,656.0,4003.0,35.0,2020
218,JuJuSmithSchuster,PIT,23,WR,12,70.0,42,60.0%,552,13.1,3,7.9,3.5,46.0,SmitJu00,315.0,510.0,2981.0,18.0,2019
219,JuJuSmithSchuster,PIT,22,WR,16,166.0,111,66.9%,1426,12.8,7,8.6,6.9,89.1,SmitJu00,459.0,689.0,5008.0,35.0,2018
220,JuJuSmithSchuster,PIT,21,WR,14,79.0,58,73.4%,917,15.8,7,11.6,4.1,65.5,SmitJu00,384.0,590.0,4380.0,29.0,2017
221,JeffSmith,NYJ,25,WR,11,11.0,8,72.7%,134,16.8,0,12.2,0.7,12.2,SmitJe03,357.0,627.0,3723.0,15.0,2022
222,JeffSmith,NYJ,24,WR,12,17.0,8,47.1%,113,14.1,0,6.6,0.7,9.4,SmitJe03,357.0,603.0,3541.0,20.0,2021
223,JeffSmith,NYJ,23,WR,12,37.0,17,45.9%,167,9.8,0,4.5,1.4,13.9,SmitJe03,292.0,499.0,2796.0,16.0,2020
224,JeffSmith,NYJ,22,WR,1,2.0,1,50.0%,12,12.0,0,6.0,1.0,12.0,SmitJe03,323.0,521.0,3111.0,19.0,2019
225,DariusSlayton,NYG,25,WR,16,71.0,46,64.8%,724,15.7,2,10.2,2.9,45.3,SlayDa01,346.0,520.0,3157.0,17.0,2022
226,DariusSlayton,NYG,24,WR,13,58.0,26,44.8%,339,13.0,2,5.8,2.0,26.1,SlayDa01,351.0,593.0,3196.0,15.0,2021
227,DariusSlayton,NYG,23,WR,16,96.0,50,52.1%,751,15.0,3,7.8,3.1,46.9,SlayDa01,321.0,517.0,3026.0,12.0,2020
228,DariusSlayton,NYG,22,WR,14,84.0,48,57.1%,740,15.4,8,8.8,3.4,52.9,SlayDa01,376.0,607.0,3731.0,30.0,2019
229,CamSims,WAS,26,WR,17,18.0,8,44.4%,89,11.1,0,4.9,0.5,5.2,SimsCa00,344.0,554.0,3472.0,24.0,2022
230,CamSims,WAS,25,WR,14,23.0,15,65.2%,211,14.1,2,9.2,1.1,15.1,SimsCa00,356.0,550.0,3441.0,21.0,2021
231,CamSims,WAS,24,WR,16,48.0,32,66.7%,477,14.9,1,9.9,2.0,29.8,SimsCa00,389.0,601.0,3465.0,16.0,2020
232,CamSims,WAS,23,WR,7,3.0,2,66.7%,27,13.5,0,9.0,0.3,3.9,SimsCa00,298.0,479.0,2812.0,18.0,2019
233,CecilShorts,TAM,29,WR,9,27.0,11,40.7%,152,13.8,0,5.6,1.2,16.9,ShorCe00,355.0,578.0,3926.0,29.0,2016
234,CecilShorts,HOU,28,WR,11,75.0,42,56.0%,484,11.5,2,6.5,3.8,44.0,ShorCe00,358.0,619.0,3833.0,29.0,2015
235,CecilShorts,JAX,27,WR,13,110.0,53,48.2%,557,10.5,1,5.1,4.1,42.8,ShorCe00,325.0,557.0,3001.0,15.0,2014
236,CecilShorts,JAX,26,WR,13,123.0,66,53.7%,777,11.8,3,6.3,5.1,59.8,ShorCe00,349.0,592.0,3441.0,16.0,2013
237,TrentSherfield,MIA,26,WR,17,51.0,30,58.8%,417,13.9,2,8.2,1.8,24.5,SherTr00,368.0,584.0,4511.0,30.0,2022
238,TrentSherfield,SFO,25,WR,17,20.0,9,45.0%,87,9.7,1,4.4,0.5,5.1,SherTr00,343.0,514.0,4221.0,26.0,2021
239,TrentSherfield,ARI,24,WR,15,7.0,5,71.4%,50,10.0,0,7.1,0.3,3.3,SherTr00,387.0,575.0,3916.0,27.0,2020
240,TrentSherfield,ARI,23,WR,16,13.0,4,30.8%,80,20.0,0,6.2,0.3,5.0,SherTr00,355.0,554.0,3477.0,20.0,2019
241,TrentSherfield,ARI,22,WR,13,28.0,19,67.9%,210,11.1,1,7.5,1.5,16.2,SherTr00,283.0,495.0,2523.0,15.0,2018
242,SterlingShepard,NYG,29,WR,3,24.0,13,54.2%,154,11.8,1,6.4,4.3,51.3,ShepSt00,346.0,520.0,3157.0,17.0,2022
243,SterlingShepard,NYG,28,WR,7,53.0,36,67.9%,366,10.2,1,6.9,5.1,52.3,ShepSt00,351.0,593.0,3196.0,15.0,2021
244,SterlingShepard,NYG,27,WR,12,90.0,66,73.3%,656,9.9,3,7.3,5.5,54.7,ShepSt00,321.0,517.0,3026.0,12.0,2020
245,SterlingShepard,NYG,26,WR,10,83.0,57,68.7%,576,10.1,3,6.9,5.7,57.6,ShepSt00,376.0,607.0,3731.0,30.0,2019
246,SterlingShepard,NYG,25,WR,16,107.0,66,61.7%,872,13.2,4,8.1,4.1,54.5,ShepSt00,382.0,583.0,4047.0,23.0,2018
247,SterlingShepard,NYG,24,WR,11,84.0,59,70.2%,731,12.4,2,8.7,5.4,66.5,ShepSt00,373.0,608.0,3479.0,20.0,2017
248,SterlingShepard,NYG,23,WR,16,105.0,65,61.9%,683,10.5,8,6.5,4.1,42.7,ShepSt00,377.0,598.0,3879.0,26.0,2016
249,RussellShepard,NYG,29,WR,3,8.0,3,37.5%,25,8.3,0,3.1,1.0,8.3,ShepRu00,376.0,607.0,3731.0,30.0,2019
250,RussellShepard,NYG,28,WR,12,19.0,10,52.6%,188,18.8,2,9.9,0.8,15.7,ShepRu00,382.0,583.0,4047.0,23.0,2018
251,RussellShepard,CAR,27,WR,15,32.0,17,53.1%,202,11.9,1,6.3,1.1,13.5,ShepRu00,293.0,501.0,3077.0,22.0,2017
252,RussellShepard,TAM,26,WR,14,40.0,23,57.5%,341,14.8,2,8.5,1.6,24.4,ShepRu00,355.0,578.0,3926.0,29.0,2016
253,RussellShepard,TAM,25,WR,13,9.0,3,33.3%,28,9.3,1,3.1,0.2,2.2,ShepRu00,312.0,535.0,3852.0,22.0,2015
254,RussellShepard,TAM,24,WR,16,8.0,4,50.0%,63,15.8,0,7.9,0.3,3.9,ShepRu00,301.0,531.0,3297.0,21.0,2014
255,TajaeSharpe,ATL,27,WR,15,37.0,25,67.6%,230,9.2,0,6.2,1.7,15.3,SharTa00,377.0,573.0,3713.0,20.0,2021
256,TajaeSharpe,TEN,25,WR,15,35.0,25,71.4%,329,13.2,4,9.4,1.7,21.9,SharTa00,297.0,448.0,3582.0,29.0,2019
257,TajaeSharpe,TEN,24,WR,16,47.0,26,55.3%,316,12.2,2,6.7,1.6,19.8,SharTa00,293.0,437.0,2975.0,16.0,2018
258,TajaeSharpe,TEN,22,WR,16,83.0,41,49.4%,522,12.7,2,6.3,2.6,32.6,SharTa00,307.0,504.0,3541.0,29.0,2016
259,MohamedSanu,SFO,32,WR,8,24.0,15,62.5%,177,11.8,0,7.4,1.9,22.1,SanuMo00,343.0,514.0,4221.0,26.0,2021
260,MohamedSanu,ATL,29,WR,16,94.0,66,70.2%,838,12.7,4,8.9,4.1,52.4,SanuMo00,428.0,617.0,4653.0,36.0,2018
261,MohamedSanu,ATL,28,WR,15,96.0,67,69.8%,703,10.5,5,7.3,4.5,46.9,SanuMo00,343.0,530.0,3990.0,21.0,2017
262,MohamedSanu,ATL,27,WR,15,81.0,59,72.8%,653,11.1,4,8.1,3.9,43.5,SanuMo00,374.0,537.0,4725.0,38.0,2016
263,MohamedSanu,CIN,26,WR,16,49.0,33,67.3%,394,11.9,0,8.0,2.1,24.6,SanuMo00,334.0,505.0,3923.0,31.0,2015
264,MohamedSanu,CIN,25,WR,16,98.0,56,57.1%,790,14.1,5,8.1,3.5,49.4,SanuMo00,323.0,503.0,3421.0,20.0,2014
265,MohamedSanu,CIN,24,WR,16,77.0,47,61.0%,455,9.7,2,5.9,2.9,28.4,SanuMo00,364.0,587.0,4136.0,33.0,2013
266,EmmanuelSanders,BUF,34,WR,14,72.0,42,58.3%,626,14.9,4,8.7,3.0,44.7,SandEm00,415.0,655.0,4284.0,36.0,2021
267,EmmanuelSanders,NOR,33,WR,14,82.0,61,74.4%,726,11.9,5,8.9,4.4,51.9,SandEm00,370.0,522.0,3758.0,28.0,2020
268,EmmanuelSanders,DEN,31,WR,12,98.0,71,72.4%,868,12.2,4,8.9,5.9,72.3,SandEm00,367.0,588.0,3695.0,19.0,2018
269,EmmanuelSanders,DEN,30,WR,12,92.0,47,51.1%,555,11.8,2,6.0,3.9,46.3,SandEm00,332.0,566.0,3333.0,19.0,2017
270,EmmanuelSanders,DEN,29,WR,16,137.0,79,57.7%,1032,13.1,5,7.5,4.9,64.5,SandEm00,339.0,570.0,3685.0,20.0,2016
271,EmmanuelSanders,DEN,28,WR,15,136.0,76,55.9%,1135,14.9,6,8.3,5.1,75.7,SandEm00,368.0,606.0,3970.0,19.0,2015
272,EmmanuelSanders,DEN,27,WR,16,141.0,101,71.6%,1404,13.9,9,10.0,6.3,87.8,SandEm00,399.0,607.0,4661.0,40.0,2014
273,EmmanuelSanders,PIT,26,WR,16,113.0,67,59.3%,740,11.0,6,6.5,4.2,46.3,SandEm00,377.0,586.0,4017.0,28.0,2013
274,DeeboSamuel,SFO,26,WR,13,94.0,56,59.6%,632,11.3,2,6.7,4.3,48.6,SamuDe00,338.0,512.0,3856.0,30.0,2022
275,DeeboSamuel,SFO,25,WR,16,121.0,77,63.6%,1405,18.2,6,11.6,4.8,87.8,SamuDe00,343.0,514.0,4221.0,26.0,2021
276,DeeboSamuel,SFO,24,WR,7,44.0,33,75.0%,391,11.8,1,8.9,4.7,55.9,SamuDe00,371.0,570.0,4033.0,25.0,2020
277,DeeboSamuel,SFO,23,WR,15,81.0,57,70.4%,802,14.1,3,9.9,3.8,53.5,SamuDe00,331.0,478.0,3792.0,28.0,2019
278,CurtisSamuel,WAS,26,WR,17,92.0,64,69.6%,656,10.3,4,7.1,3.8,38.6,SamuCu00,344.0,554.0,3472.0,24.0,2022
279,CurtisSamuel,WAS,25,WR,5,9.0,6,66.7%,27,4.5,0,3.0,1.2,5.4,SamuCu00,356.0,550.0,3441.0,21.0,2021
280,CurtisSamuel,CAR,24,WR,15,97.0,77,79.4%,851,11.1,3,8.8,5.1,56.7,SamuCu00,373.0,550.0,3888.0,16.0,2020
281,CurtisSamuel,CAR,23,WR,16,105.0,54,51.4%,627,11.6,6,6.0,3.4,39.2,SamuCu00,382.0,633.0,3650.0,17.0,2019
282,CurtisSamuel,CAR,22,WR,13,65.0,39,60.0%,494,12.7,5,7.6,3.0,38.0,SamuCu00,378.0,563.0,3836.0,28.0,2018
283,CurtisSamuel,CAR,21,WR,9,26.0,15,57.7%,115,7.7,0,4.4,1.7,12.8,SamuCu00,293.0,501.0,3077.0,22.0,2017
284,GregSalas,BUF,28,WR,2,6.0,4,66.7%,89,22.3,1,14.8,2.0,44.5,SalaGr00,286.0,474.0,3036.0,17.0,2016
285,GregSalas,BUF,27,WR,2,5.0,3,60.0%,41,13.7,0,8.2,1.5,20.5,SalaGr00,295.0,465.0,3343.0,23.0,2015
286,GregSalas,NYJ,26,WR,10,23.0,8,34.8%,167,20.9,0,7.3,0.8,16.7,SalaGr00,287.0,498.0,2946.0,16.0,2014
287,GregSalas,NYJ,25,WR,8,13.0,8,61.5%,143,17.9,0,11.0,1.0,17.9,SalaGr00,266.0,480.0,2932.0,13.0,2013
288,EddieRoyal,CHI,30,WR,9,43.0,33,76.7%,369,11.2,2,8.6,3.7,41.0,RoyaEd00,347.0,559.0,3969.0,19.0,2016
289,EddieRoyal,CHI,29,WR,9,50.0,37,74.0%,238,6.4,1,4.8,4.1,26.4,RoyaEd00,334.0,523.0,3660.0,21.0,2015
290,EddieRoyal,LAC,28,WR,16,91.0,62,68.1%,778,12.5,7,8.5,3.9,48.6,RoyaEd00,380.0,574.0,4098.0,31.0,2014
291,EddieRoyal,LAC,27,WR,15,68.0,47,69.1%,631,13.4,8,9.3,3.1,42.1,RoyaEd00,378.0,544.0,4328.0,32.0,2013
292,JohnRoss,NYG,26,WR,10,20.0,11,55.0%,224,20.4,1,11.2,1.1,22.4,RossJo00,351.0,593.0,3196.0,15.0,2021
293,JohnRoss,CIN,25,WR,3,7.0,2,28.6%,17,8.5,0,2.4,0.7,5.7,RossJo00,372.0,581.0,3448.0,19.0,2020
294,JohnRoss,CIN,24,WR,8,56.0,28,50.0%,506,18.1,3,9.0,3.5,63.3,RossJo00,356.0,616.0,3652.0,18.0,2019
295,JohnRoss,CIN,23,WR,13,58.0,21,36.2%,210,10.0,7,3.6,1.6,16.2,RossJo00,331.0,542.0,3290.0,27.0,2018
296,ChesterRogers,TEN,27,WR,16,43.0,30,69.8%,301,10.0,1,7.0,1.9,18.8,RogeCh02,359.0,535.0,3418.0,22.0,2021
297,ChesterRogers,IND,25,WR,12,28.0,16,57.1%,179,11.2,2,6.4,1.3,14.9,RogeCh02,307.0,513.0,3108.0,22.0,2019
298,ChesterRogers,IND,24,WR,16,72.0,53,73.6%,485,9.2,2,6.7,3.3,30.3,RogeCh02,432.0,644.0,4461.0,39.0,2018
299,ChesterRogers,IND,23,WR,11,37.0,23,62.2%,284,12.3,1,7.7,2.1,25.8,RogeCh02,285.0,487.0,2892.0,13.0,2017
300,ChesterRogers,IND,22,WR,14,34.0,19,55.9%,273,14.4,0,8.0,1.4,19.5,RogeCh02,370.0,584.0,4202.0,32.0,2016
301,DemarcusRobinson,BAL,28,WR,17,75.0,48,64.0%,458,9.5,2,6.1,2.8,26.9,RobiDe01,300.0,488.0,3040.0,19.0,2022
302,DemarcusRobinson,KAN,27,WR,17,41.0,25,61.0%,264,10.6,3,6.4,1.5,15.5,RobiDe01,448.0,675.0,4791.0,37.0,2021
303,DemarcusRobinson,KAN,26,WR,16,59.0,45,76.3%,466,10.4,3,7.9,2.8,29.1,RobiDe01,420.0,630.0,4854.0,40.0,2020
304,DemarcusRobinson,KAN,25,WR,16,55.0,32,58.2%,449,14.0,4,8.2,2.0,28.1,RobiDe01,378.0,576.0,4498.0,30.0,2019
305,DemarcusRobinson,KAN,24,WR,16,33.0,22,66.7%,288,13.1,4,8.7,1.4,18.0,RobiDe01,385.0,583.0,4955.0,50.0,2018
306,DemarcusRobinson,KAN,23,WR,16,39.0,21,53.8%,212,10.1,0,5.4,1.3,13.3,RobiDe01,363.0,543.0,4104.0,26.0,2017
307,AllenRobinson,LAR,29,WR,10,52.0,33,63.5%,339,10.3,3,6.5,3.3,33.9,RobiAl02,347.0,531.0,3108.0,16.0,2022
308,AllenRobinson,CHI,28,WR,12,66.0,38,57.6%,410,10.8,1,6.2,3.2,34.2,RobiAl02,332.0,542.0,3207.0,16.0,2021
309,AllenRobinson,CHI,27,WR,16,151.0,102,67.5%,1250,12.3,6,8.3,6.4,78.1,RobiAl02,402.0,614.0,3655.0,26.0,2020
310,AllenRobinson,CHI,26,WR,16,154.0,98,63.6%,1147,11.7,7,7.4,6.1,71.7,RobiAl02,371.0,580.0,3291.0,20.0,2019
311,AllenRobinson,CHI,25,WR,13,94.0,55,58.5%,754,13.7,4,8.0,4.2,58.0,RobiAl02,344.0,512.0,3564.0,28.0,2018
312,AllenRobinson,JAX,24,WR,1,1.0,1,100.0%,17,17.0,0,17.0,1.0,17.0,RobiAl02,316.0,527.0,3593.0,21.0,2017
313,AllenRobinson,JAX,23,WR,16,151.0,73,48.3%,883,12.1,6,5.8,4.6,55.2,RobiAl02,369.0,626.0,3728.0,24.0,2016
314,AllenRobinson,JAX,22,WR,16,151.0,80,53.0%,1400,17.5,14,9.3,5.0,87.5,RobiAl02,355.0,607.0,4108.0,35.0,2015
315,AllenRobinson,JAX,21,WR,10,81.0,48,59.3%,548,11.4,2,6.8,4.8,54.8,RobiAl02,325.0,557.0,3001.0,15.0,2014
316,AldrickRobinson,MIN,30,WR,14,35.0,17,48.6%,231,13.6,5,6.6,1.2,16.5,RobiAl00,425.0,606.0,4036.0,30.0,2018
317,AldrickRobinson,SFO,29,WR,16,48.0,19,39.6%,260,13.7,2,5.4,1.2,16.3,RobiAl00,362.0,607.0,3925.0,15.0,2017
318,AldrickRobinson,ATL,28,WR,16,32.0,20,62.5%,323,16.2,2,10.1,1.3,20.2,RobiAl00,374.0,537.0,4725.0,38.0,2016
319,AldrickRobinson,WAS,25,WR,16,46.0,18,39.1%,365,20.3,2,7.9,1.1,22.8,RobiAl00,355.0,611.0,3751.0,20.0,2013
320,SethRoberts,CAR,29,WR,7,6.0,4,66.7%,31,7.8,0,5.2,0.6,4.4,RobeSe00,373.0,550.0,3888.0,16.0,2020
321,SethRoberts,BAL,28,WR,16,35.0,21,60.0%,271,12.9,2,7.7,1.3,16.9,RobeSe00,289.0,440.0,3225.0,37.0,2019
322,SethRoberts,LVR,27,WR,15,64.0,45,70.3%,494,11.0,2,7.7,3.0,32.9,RobeSe00,382.0,556.0,3751.0,19.0,2018
323,SethRoberts,LVR,26,WR,15,65.0,43,66.2%,455,10.6,1,7.0,2.9,30.3,RobeSe00,347.0,558.0,3631.0,23.0,2017
324,SethRoberts,LVR,25,WR,16,77.0,38,49.4%,397,10.4,5,5.2,2.4,24.8,RobeSe00,379.0,596.0,4051.0,29.0,2016
325,SethRoberts,LVR,24,WR,16,55.0,32,58.2%,480,15.0,5,8.7,2.0,30.0,RobeSe00,373.0,605.0,3879.0,34.0,2015
326,AndreRoberts,BUF,32,WR,15,5.0,4,80.0%,34,8.5,0,6.8,0.3,2.3,RobeAn00,410.0,596.0,4620.0,40.0,2020
327,AndreRoberts,BUF,31,WR,13,7.0,3,42.9%,20,6.7,0,2.9,0.2,1.5,RobeAn00,299.0,513.0,3229.0,21.0,2019
328,AndreRoberts,NYJ,30,WR,16,17.0,10,58.8%,79,7.9,1,4.6,0.6,4.9,RobeAn00,299.0,524.0,3165.0,18.0,2018
329,AndreRoberts,ATL,29,WR,16,4.0,1,25.0%,12,12.0,0,3.0,0.1,0.8,RobeAn00,343.0,530.0,3990.0,21.0,2017
330,AndreRoberts,DET,28,WR,16,25.0,14,56.0%,188,13.4,1,7.5,0.9,11.8,RobeAn00,388.0,594.0,4111.0,24.0,2016
331,AndreRoberts,WAS,27,WR,9,21.0,11,52.4%,135,12.3,0,6.4,1.2,15.0,RobeAn00,386.0,555.0,4095.0,30.0,2015
332,AndreRoberts,WAS,26,WR,16,73.0,36,49.3%,453,12.6,2,6.2,2.3,28.3,RobeAn00,364.0,547.0,4047.0,18.0,2014
333,AndreRoberts,ARI,25,WR,16,76.0,43,56.6%,471,11.0,2,6.2,2.7,29.4,RobeAn00,363.0,574.0,4002.0,24.0,2013
334,CalvinRidley,ATL,27,WR,5,52.0,31,59.6%,281,9.1,2,5.4,6.2,56.2,RidlCa00,377.0,573.0,3713.0,20.0,2021
335,CalvinRidley,ATL,26,WR,15,143.0,90,62.9%,1374,15.3,9,9.6,6.0,91.6,RidlCa00,408.0,628.0,4363.0,27.0,2020
336,CalvinRidley,ATL,25,WR,13,93.0,63,67.7%,866,13.7,7,9.3,4.8,66.6,RidlCa00,459.0,684.0,4714.0,29.0,2019
337,CalvinRidley,ATL,24,WR,16,92.0,64,69.6%,821,12.8,10,8.9,4.0,51.3,RidlCa00,428.0,617.0,4653.0,36.0,2018
338,PaulRichardson,WAS,27,WR,10,42.0,28,66.7%,245,8.8,2,5.8,2.8,24.5,RichPa01,298.0,479.0,2812.0,18.0,2019
339,PaulRichardson,WAS,26,WR,7,35.0,20,57.1%,262,13.1,2,7.5,2.9,37.4,RichPa01,311.0,509.0,3021.0,16.0,2018
340,PaulRichardson,SEA,25,WR,16,80.0,44,55.0%,703,16.0,6,8.8,2.8,43.9,RichPa01,340.0,555.0,3657.0,34.0,2017
341,PaulRichardson,SEA,24,WR,15,36.0,21,58.3%,288,13.7,1,8.0,1.4,19.2,RichPa01,368.0,567.0,4124.0,23.0,2016
342,PaulRichardson,SEA,23,WR,1,1.0,1,100.0%,40,40.0,0,40.0,1.0,40.0,RichPa01,333.0,489.0,3790.0,34.0,2015
343,PaulRichardson,SEA,22,WR,15,44.0,29,65.9%,271,9.3,1,6.2,1.9,18.1,RichPa01,287.0,454.0,3250.0,20.0,2014
344,JoshReynolds,DET,27,WR,14,59.0,38,64.4%,479,12.6,3,8.1,2.7,34.2,ReynJo00,383.0,588.0,4281.0,29.0,2022
345,JoshReynolds,LAR,25,WR,16,81.0,52,64.2%,618,11.9,2,7.6,3.3,38.6,ReynJo00,392.0,590.0,4014.0,20.0,2020
346,JoshReynolds,LAR,24,WR,16,43.0,21,48.8%,326,15.5,1,7.6,1.3,20.4,ReynJo00,397.0,632.0,4499.0,22.0,2019
347,JoshReynolds,LAR,23,WR,16,53.0,29,54.7%,402,13.9,5,7.6,1.8,25.1,ReynJo00,368.0,568.0,4507.0,32.0,2018
348,JoshReynolds,LAR,22,WR,16,24.0,11,45.8%,104,9.5,1,4.3,0.7,6.5,ReynJo00,320.0,518.0,3831.0,28.0,2017
349,HunterRenfrow,LVR,27,WR,10,50.0,36,72.0%,330,9.2,2,6.6,3.6,33.0,RenfHu00,359.0,586.0,3934.0,28.0,2022
350,HunterRenfrow,LVR,26,WR,17,128.0,103,80.5%,1038,10.1,9,8.1,6.1,61.1,RenfHu00,429.0,628.0,4567.0,23.0,2021
